break_id,account_id,business_date,ticker,break_category,internal_value,custodian_value,variance,dollar_exposure,injection_id
3087,5,2022-09-03,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
3088,1,2023-04-10,,CASH_BALANCE_BREAK,-2787.46,-3787.46,1000.0,1000.0,0
3089,5,2023-06-08,,CASH_BALANCE_BREAK,6439.8,6689.8,-250.0,250.0,4
3090,6,2023-06-24,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
3091,1,2023-07-11,,CASH_BALANCE_BREAK,-862.98,-1862.98,1000.0,1000.0,0
3092,1,2023-07-19,,CASH_BALANCE_BREAK,-859.19,-1859.19,1000.0,1000.0,0
3093,2,2023-07-28,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
3094,2,2023-08-13,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
3095,5,2023-08-13,,CASH_BALANCE_BREAK,6022.59,6272.59,-250.0,250.0,4
3096,5,2023-08-30,,CASH_BALANCE_BREAK,6344.12,6594.12,-250.0,250.0,4
3097,2,2021-06-15,,CASH_BALANCE_BREAK,-1253.05,-1255.55,2.5,2.5,1
3098,2,2021-06-25,,CASH_BALANCE_BREAK,-1253.05,-1255.55,2.5,2.5,1
3099,1,2021-04-17,,CASH_BALANCE_BREAK,-735.94,-1735.94,1000.0,1000.0,0
3100,1,2021-09-17,,CASH_BALANCE_BREAK,-933.76,-1933.76,1000.0,1000.0,0
3101,1,2021-05-19,,CASH_BALANCE_BREAK,-405.94,-1405.94,1000.0,1000.0,0
3102,2,2021-04-23,,CASH_BALANCE_BREAK,-1272.68,-1275.18,2.5,2.5,1
3103,1,2022-04-15,,CASH_BALANCE_BREAK,-994.68,-1994.68,1000.0,1000.0,0
3104,2,2024-05-12,,CASH_BALANCE_BREAK,776.95,774.45,2.5,2.5,1
3105,2,2022-01-10,,CASH_BALANCE_BREAK,-1328.37,-1330.87,2.5,2.5,1
3106,5,2023-07-10,,CASH_BALANCE_BREAK,6008.63,6258.63,-250.0,250.0,4
3107,2,2021-10-01,,CASH_BALANCE_BREAK,-1358.34,-1360.84,2.5,2.5,1
3108,5,2022-01-11,,CASH_BALANCE_BREAK,1374.55,1624.55,-250.0,250.0,4
3109,5,2022-04-16,,CASH_BALANCE_BREAK,3198.78,3448.78,-250.0,250.0,4
3110,6,2022-07-20,,CASH_BALANCE_BREAK,-1598.51,-1614.01,15.5,15.5,6
3111,6,2022-10-27,,CASH_BALANCE_BREAK,-1500.64,-1516.14,15.5,15.5,6
3112,1,2022-06-04,,CASH_BALANCE_BREAK,-1284.32,-2284.32,1000.0,1000.0,0
3113,6,2023-12-30,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
3114,6,2024-02-21,,CASH_BALANCE_BREAK,-89.71,-105.21,15.5,15.5,6
3115,6,2023-09-04,,CASH_BALANCE_BREAK,-1465.26,-1480.76,15.5,15.5,6
3116,5,2024-01-11,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
3117,5,2024-01-12,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
3118,5,2024-04-26,,CASH_BALANCE_BREAK,7046.34,7296.34,-250.0,250.0,4
3119,2,2024-04-17,,CASH_BALANCE_BREAK,86.07,83.57,2.5,2.5,1
3120,6,2022-08-19,,CASH_BALANCE_BREAK,-1581.71,-1597.21,15.5,15.5,6
3121,6,2023-11-07,,CASH_BALANCE_BREAK,512.85,497.35,15.5,15.5,6
3122,5,2024-06-21,,CASH_BALANCE_BREAK,7928.1,8178.1,-250.0,250.0,4
3123,1,2023-08-10,,CASH_BALANCE_BREAK,-859.19,-1859.19,1000.0,1000.0,0
3124,5,2024-05-05,,CASH_BALANCE_BREAK,7560.0,7810.0,-250.0,250.0,4
3125,1,2024-05-19,,CASH_BALANCE_BREAK,-585.69,-1585.69,1000.0,1000.0,0
3126,6,2024-05-31,,CASH_BALANCE_BREAK,741.93,726.43,15.5,15.5,6
3127,1,2024-06-06,,CASH_BALANCE_BREAK,-1055.61,-2055.61,1000.0,1000.0,0
3128,6,2024-06-06,,CASH_BALANCE_BREAK,741.93,726.43,15.5,15.5,6
3129,1,2022-05-17,,CASH_BALANCE_BREAK,-1045.54,-2045.54,1000.0,1000.0,0
3130,6,2024-04-29,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
3131,2,2024-06-10,,CASH_BALANCE_BREAK,472.58,470.08,2.5,2.5,1
3132,5,2023-10-16,,CASH_BALANCE_BREAK,6840.25,7090.25,-250.0,250.0,4
3133,6,2023-11-01,,CASH_BALANCE_BREAK,512.85,497.35,15.5,15.5,6
3134,6,2024-04-27,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
3135,6,2024-04-13,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
3136,6,2024-04-22,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
3137,1,2024-06-23,,CASH_BALANCE_BREAK,-557.21,-1557.21,1000.0,1000.0,0
3138,2,2024-06-23,,CASH_BALANCE_BREAK,-103.16,-105.66,2.5,2.5,1
3139,1,2024-06-25,,CASH_BALANCE_BREAK,-557.21,-1557.21,1000.0,1000.0,0
3140,5,2022-07-05,,CASH_BALANCE_BREAK,4501.34,4751.34,-250.0,250.0,4
3141,1,2022-07-06,,CASH_BALANCE_BREAK,-1381.37,-2381.37,1000.0,1000.0,0
3142,2,2022-07-06,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
3143,6,2022-07-04,,CASH_BALANCE_BREAK,-1598.51,-1614.01,15.5,15.5,6
3144,1,2022-08-23,,CASH_BALANCE_BREAK,-1283.39,-2283.39,1000.0,1000.0,0
3145,5,2024-05-02,,CASH_BALANCE_BREAK,7560.0,7810.0,-250.0,250.0,4
3146,1,2024-06-14,,CASH_BALANCE_BREAK,-1055.61,-2055.61,1000.0,1000.0,0
3147,6,2024-06-14,,CASH_BALANCE_BREAK,741.93,726.43,15.5,15.5,6
3148,5,2024-06-29,,CASH_BALANCE_BREAK,7928.1,8178.1,-250.0,250.0,4
3149,6,2024-06-29,,CASH_BALANCE_BREAK,758.8,743.3,15.5,15.5,6
3150,2,2024-06-15,,CASH_BALANCE_BREAK,472.58,470.08,2.5,2.5,1
3151,1,2023-11-16,,CASH_BALANCE_BREAK,-1426.22,-2426.22,1000.0,1000.0,0
3152,5,2023-10-29,,CASH_BALANCE_BREAK,6840.26,7090.26,-250.0,250.0,4
3153,1,2021-12-24,,CASH_BALANCE_BREAK,-1072.2,-2072.2,1000.0,1000.0,0
3154,2,2022-03-28,,CASH_BALANCE_BREAK,-1369.24,-1371.74,2.5,2.5,1
3155,2,2023-05-17,,CASH_BALANCE_BREAK,-188.49,-190.99,2.5,2.5,1
3156,5,2024-06-24,,CASH_BALANCE_BREAK,7928.1,8178.1,-250.0,250.0,4
3157,5,2024-06-03,,CASH_BALANCE_BREAK,8066.02,8316.02,-250.0,250.0,4
3158,6,2024-06-03,,CASH_BALANCE_BREAK,741.93,726.43,15.5,15.5,6
3159,6,2023-02-09,,CASH_BALANCE_BREAK,-1715.32,-1730.82,15.5,15.5,6
3160,1,2023-04-26,,CASH_BALANCE_BREAK,-2787.46,-3787.46,1000.0,1000.0,0
3161,6,2023-07-27,,CASH_BALANCE_BREAK,-1184.51,-1200.01,15.5,15.5,6
3162,2,2023-08-18,,CASH_BALANCE_BREAK,-540.68,-543.18,2.5,2.5,1
3163,5,2023-01-03,,CASH_BALANCE_BREAK,5572.82,5822.82,-250.0,250.0,4
3164,6,2023-01-03,,CASH_BALANCE_BREAK,-1722.08,-1737.58,15.5,15.5,6
3165,2,2023-02-14,,CASH_BALANCE_BREAK,-843.15,-845.65,2.5,2.5,1
3166,5,2023-02-14,,CASH_BALANCE_BREAK,5610.48,5860.48,-250.0,250.0,4
3167,5,2022-09-08,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
3168,2,2021-09-26,,CASH_BALANCE_BREAK,-1377.17,-1379.67,2.5,2.5,1
3169,5,2022-09-09,,CASH_BALANCE_BREAK,4456.74,4706.74,-250.0,250.0,4
3170,6,2024-06-05,,CASH_BALANCE_BREAK,741.93,726.43,15.5,15.5,6
3171,6,2023-06-11,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
3172,6,2023-06-01,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
3173,5,2022-09-16,,CASH_BALANCE_BREAK,4464.85,4714.85,-250.0,250.0,4
3174,2,2022-04-15,,CASH_BALANCE_BREAK,-290.33,-292.83,2.5,2.5,1
3175,5,2024-06-27,,CASH_BALANCE_BREAK,7928.1,8178.1,-250.0,250.0,4
3176,2,2022-10-28,,CASH_BALANCE_BREAK,-884.91,-887.41,2.5,2.5,1
3177,2,2021-11-23,,CASH_BALANCE_BREAK,-1337.29,-1339.79,2.5,2.5,1
3178,5,2022-10-29,,CASH_BALANCE_BREAK,4341.62,4591.62,-250.0,250.0,4
3179,5,2023-07-02,,CASH_BALANCE_BREAK,6202.36,6452.36,-250.0,250.0,4
3180,6,2022-04-16,,CASH_BALANCE_BREAK,-2440.99,-2456.49,15.5,15.5,6
3181,2,2021-05-30,,CASH_BALANCE_BREAK,-1253.05,-1255.55,2.5,2.5,1
3182,1,2021-07-16,,CASH_BALANCE_BREAK,-592.19,-1592.19,1000.0,1000.0,0
3183,6,2022-03-23,,CASH_BALANCE_BREAK,-635.26,-650.76,15.5,15.5,6
3184,1,2021-05-03,,CASH_BALANCE_BREAK,-1005.94,-2005.94,1000.0,1000.0,0
3185,2,2022-01-02,,CASH_BALANCE_BREAK,-1333.6,-1336.1,2.5,2.5,1
3186,5,2022-01-02,,CASH_BALANCE_BREAK,1868.52,2118.52,-250.0,250.0,4
3187,2,2023-09-13,,CASH_BALANCE_BREAK,-571.16,-573.66,2.5,2.5,1
3188,5,2022-11-24,,CASH_BALANCE_BREAK,4230.23,4480.23,-250.0,250.0,4
3189,1,2023-01-05,,CASH_BALANCE_BREAK,-1229.65,-2229.65,1000.0,1000.0,0
3190,5,2023-08-03,,CASH_BALANCE_BREAK,6022.59,6272.59,-250.0,250.0,4
3191,6,2023-08-03,,CASH_BALANCE_BREAK,-1184.51,-1200.01,15.5,15.5,6
3192,6,2022-11-06,,CASH_BALANCE_BREAK,-1484.66,-1500.16,15.5,15.5,6
3193,5,2022-05-28,,CASH_BALANCE_BREAK,3501.34,3751.34,-250.0,250.0,4
3194,1,2022-09-05,,CASH_BALANCE_BREAK,-1283.39,-2283.39,1000.0,1000.0,0
3195,1,2021-05-10,,CASH_BALANCE_BREAK,-405.94,-1405.94,1000.0,1000.0,0
3196,2,2022-05-01,,CASH_BALANCE_BREAK,-267.88,-270.38,2.5,2.5,1
3197,5,2022-04-03,,CASH_BALANCE_BREAK,1389.5,1639.5,-250.0,250.0,4
3198,6,2022-04-03,,CASH_BALANCE_BREAK,-629.61,-645.11,15.5,15.5,6
3199,1,2022-04-04,,CASH_BALANCE_BREAK,-1012.66,-2012.66,1000.0,1000.0,0
3200,2,2022-04-05,,CASH_BALANCE_BREAK,-1362.36,-1364.86,2.5,2.5,1
3201,6,2022-04-05,,CASH_BALANCE_BREAK,-629.61,-645.11,15.5,15.5,6
3202,2,2022-03-14,,CASH_BALANCE_BREAK,-1369.24,-1371.74,2.5,2.5,1
3203,2,2021-11-10,,CASH_BALANCE_BREAK,-1341.01,-1343.51,2.5,2.5,1
3204,6,2022-06-19,,CASH_BALANCE_BREAK,-1437.52,-1453.02,15.5,15.5,6
3205,5,2022-07-26,,CASH_BALANCE_BREAK,4451.23,4701.23,-250.0,250.0,4
3206,2,2022-04-07,,CASH_BALANCE_BREAK,-1362.36,-1364.86,2.5,2.5,1
3207,2,2022-07-16,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
3208,1,2024-04-15,,CASH_BALANCE_BREAK,-976.78,-1976.78,1000.0,1000.0,0
3209,6,2024-05-07,,CASH_BALANCE_BREAK,1184.75,1169.25,15.5,15.5,6
3210,1,2024-05-24,,CASH_BALANCE_BREAK,-585.69,-1585.69,1000.0,1000.0,0
3211,6,2023-03-08,,CASH_BALANCE_BREAK,-1823.87,-1839.37,15.5,15.5,6
3212,6,2022-01-22,,CASH_BALANCE_BREAK,-672.7,-688.2,15.5,15.5,6
3213,1,2023-03-07,,CASH_BALANCE_BREAK,-1261.89,-2261.89,1000.0,1000.0,0
3214,6,2024-04-11,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
3215,1,2024-03-24,,CASH_BALANCE_BREAK,-1035.88,-2035.88,1000.0,1000.0,0
3216,6,2024-03-24,,CASH_BALANCE_BREAK,-78.73,-94.23,15.5,15.5,6
3217,1,2023-03-17,,CASH_BALANCE_BREAK,-1254.78,-2254.78,1000.0,1000.0,0
3218,6,2023-02-23,,CASH_BALANCE_BREAK,-1823.87,-1839.37,15.5,15.5,6
3219,6,2023-04-03,,CASH_BALANCE_BREAK,-1810.04,-1825.54,15.5,15.5,6
3220,2,2023-03-25,,CASH_BALANCE_BREAK,-809.33,-811.83,2.5,2.5,1
3221,1,2024-04-01,,CASH_BALANCE_BREAK,-976.78,-1976.78,1000.0,1000.0,0
3222,2,2022-12-20,,CASH_BALANCE_BREAK,-936.87,-939.37,2.5,2.5,1
3223,2,2023-01-23,,CASH_BALANCE_BREAK,-936.56,-939.06,2.5,2.5,1
3224,1,2021-01-27,,CASH_BALANCE_BREAK,-380.07,-1380.07,1000.0,1000.0,0
3225,1,2021-03-16,,CASH_BALANCE_BREAK,-918.03,-1918.03,1000.0,1000.0,0
3226,2,2021-03-06,,CASH_BALANCE_BREAK,-1588.82,-1591.32,2.5,2.5,1
3227,1,2021-04-04,,CASH_BALANCE_BREAK,-918.03,-1918.03,1000.0,1000.0,0
3228,2,2021-04-04,,CASH_BALANCE_BREAK,-1584.47,-1586.97,2.5,2.5,1
3229,1,2021-07-27,,CASH_BALANCE_BREAK,-684.54,-1684.54,1000.0,1000.0,0
3230,6,2023-04-12,,CASH_BALANCE_BREAK,-650.73,-666.23,15.5,15.5,6
3231,1,2024-04-25,,CASH_BALANCE_BREAK,-976.78,-1976.78,1000.0,1000.0,0
3232,2,2024-02-27,,CASH_BALANCE_BREAK,-552.54,-555.04,2.5,2.5,1
3233,1,2024-03-08,,CASH_BALANCE_BREAK,-2093.25,-3093.25,1000.0,1000.0,0
3234,1,2024-03-14,,CASH_BALANCE_BREAK,-1035.88,-2035.88,1000.0,1000.0,0
3235,2,2024-03-22,,CASH_BALANCE_BREAK,222.39,219.89,2.5,2.5,1
3236,1,2024-04-12,,CASH_BALANCE_BREAK,-976.78,-1976.78,1000.0,1000.0,0
3237,2,2024-04-12,,CASH_BALANCE_BREAK,86.07,83.57,2.5,2.5,1
3238,6,2024-05-21,,CASH_BALANCE_BREAK,911.05,895.55,15.5,15.5,6
3239,1,2023-05-28,,CASH_BALANCE_BREAK,-2791.98,-3791.98,1000.0,1000.0,0
3240,5,2023-06-09,,CASH_BALANCE_BREAK,6439.8,6689.8,-250.0,250.0,4
3241,6,2023-07-11,,CASH_BALANCE_BREAK,-1164.51,-1180.01,15.5,15.5,6
3242,1,2023-07-28,,CASH_BALANCE_BREAK,-859.19,-1859.19,1000.0,1000.0,0
3243,5,2023-08-22,,CASH_BALANCE_BREAK,6054.3,6304.3,-250.0,250.0,4
3244,6,2023-08-22,,CASH_BALANCE_BREAK,-1169.65,-1185.15,15.5,15.5,6
3245,5,2023-07-13,,CASH_BALANCE_BREAK,6008.63,6258.63,-250.0,250.0,4
3246,1,2021-09-04,,CASH_BALANCE_BREAK,-933.76,-1933.76,1000.0,1000.0,0
3247,5,2021-08-23,,CASH_BALANCE_BREAK,260.88,510.88,-250.0,250.0,4
3248,1,2021-04-19,,CASH_BALANCE_BREAK,-735.94,-1735.94,1000.0,1000.0,0
3249,6,2024-01-23,,CASH_BALANCE_BREAK,-77.24,-92.74,15.5,15.5,6
3250,5,2023-09-28,,CASH_BALANCE_BREAK,6363.5,6613.5,-250.0,250.0,4
3251,5,2023-12-16,,CASH_BALANCE_BREAK,6058.54,6308.54,-250.0,250.0,4
3252,6,2023-12-24,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
3253,2,2023-09-24,,CASH_BALANCE_BREAK,-568.4,-570.9,2.5,2.5,1
3254,6,2023-12-08,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
3255,1,2023-12-02,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
3256,2,2023-12-02,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
3257,6,2023-12-03,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
3258,2,2023-08-05,,CASH_BALANCE_BREAK,-542.39,-544.89,2.5,2.5,1
3259,5,2023-08-16,,CASH_BALANCE_BREAK,6054.3,6304.3,-250.0,250.0,4
3260,6,2023-12-19,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
3261,1,2023-12-18,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
3262,5,2024-01-17,,CASH_BALANCE_BREAK,6058.55,6308.55,-250.0,250.0,4
3263,5,2023-03-29,,CASH_BALANCE_BREAK,5646.75,5896.75,-250.0,250.0,4
3264,1,2023-10-15,,CASH_BALANCE_BREAK,-1340.9,-2340.9,1000.0,1000.0,0
3265,2,2023-10-15,,CASH_BALANCE_BREAK,70.5,68.0,2.5,2.5,1
3266,2,2023-12-07,,CASH_BALANCE_BREAK,-556.11,-558.61,2.5,2.5,1
3267,1,2022-09-15,,CASH_BALANCE_BREAK,-1365.4,-2365.4,1000.0,1000.0,0
3268,2,2022-09-15,,CASH_BALANCE_BREAK,-890.06,-892.56,2.5,2.5,1
3269,6,2024-02-07,,CASH_BALANCE_BREAK,-77.24,-92.74,15.5,15.5,6
3270,6,2023-12-29,,CASH_BALANCE_BREAK,-79.65,-95.15,15.5,15.5,6
3271,1,2024-01-18,,CASH_BALANCE_BREAK,-1680.98,-2680.98,1000.0,1000.0,0
3272,2,2024-02-22,,CASH_BALANCE_BREAK,-552.54,-555.04,2.5,2.5,1
3273,5,2024-02-23,,CASH_BALANCE_BREAK,5861.98,6111.98,-250.0,250.0,4
3274,5,2022-04-18,,CASH_BALANCE_BREAK,3198.78,3448.78,-250.0,250.0,4
3275,2,2024-03-09,,CASH_BALANCE_BREAK,-599.6,-602.1,2.5,2.5,1
3276,5,2024-02-15,,CASH_BALANCE_BREAK,5861.98,6111.98,-250.0,250.0,4
3277,5,2024-03-02,,CASH_BALANCE_BREAK,5861.98,6111.98,-250.0,250.0,4
3278,2,2024-03-04,,CASH_BALANCE_BREAK,-599.6,-602.1,2.5,2.5,1
3279,2,2022-06-23,,CASH_BALANCE_BREAK,-615.08,-617.58,2.5,2.5,1
3280,2,2024-04-10,,CASH_BALANCE_BREAK,86.07,83.57,2.5,2.5,1
3281,6,2023-08-09,,CASH_BALANCE_BREAK,-1184.51,-1200.01,15.5,15.5,6
3282,5,2023-09-04,,CASH_BALANCE_BREAK,6344.12,6594.12,-250.0,250.0,4
3283,6,2023-10-17,,CASH_BALANCE_BREAK,512.84,497.34,15.5,15.5,6
3284,5,2024-04-18,,CASH_BALANCE_BREAK,7046.34,7296.34,-250.0,250.0,4
3285,5,2024-04-19,,CASH_BALANCE_BREAK,7046.34,7296.34,-250.0,250.0,4
3286,1,2024-05-29,,CASH_BALANCE_BREAK,-585.69,-1585.69,1000.0,1000.0,0
3287,2,2024-06-02,,CASH_BALANCE_BREAK,472.58,470.08,2.5,2.5,1
3288,5,2024-06-02,,CASH_BALANCE_BREAK,8066.02,8316.02,-250.0,250.0,4
3289,6,2024-05-05,,CASH_BALANCE_BREAK,1184.75,1169.25,15.5,15.5,6
3290,5,2024-05-31,,CASH_BALANCE_BREAK,8066.02,8316.02,-250.0,250.0,4
3291,6,2022-05-15,,CASH_BALANCE_BREAK,-1340.99,-1356.49,15.5,15.5,6
3292,2,2022-05-17,,CASH_BALANCE_BREAK,-267.88,-270.38,2.5,2.5,1
3293,5,2024-05-15,,CASH_BALANCE_BREAK,7560.0,7810.0,-250.0,250.0,4
3294,5,2023-11-01,,CASH_BALANCE_BREAK,6840.26,7090.26,-250.0,250.0,4
3295,6,2023-11-17,,CASH_BALANCE_BREAK,156.82,141.32,15.5,15.5,6
3296,2,2023-11-26,,CASH_BALANCE_BREAK,-556.12,-558.62,2.5,2.5,1
3297,1,2022-03-27,,CASH_BALANCE_BREAK,-1016.87,-2016.87,1000.0,1000.0,0
3298,2,2023-11-13,,CASH_BALANCE_BREAK,-125.51,-128.01,2.5,2.5,1
3299,1,2024-05-16,,CASH_BALANCE_BREAK,-585.69,-1585.69,1000.0,1000.0,0
3300,1,2024-06-04,,CASH_BALANCE_BREAK,-1055.61,-2055.61,1000.0,1000.0,0
3301,2,2024-06-25,,CASH_BALANCE_BREAK,-103.16,-105.66,2.5,2.5,1
3302,6,2024-05-13,,CASH_BALANCE_BREAK,1184.75,1169.25,15.5,15.5,6
3303,6,2022-07-05,,CASH_BALANCE_BREAK,-1598.51,-1614.01,15.5,15.5,6
3304,2,2024-05-03,,CASH_BALANCE_BREAK,776.95,774.45,2.5,2.5,1
3305,2,2022-08-23,,CASH_BALANCE_BREAK,-783.61,-786.11,2.5,2.5,1
3306,6,2024-05-20,,CASH_BALANCE_BREAK,911.05,895.55,15.5,15.5,6
3307,6,2024-06-13,,CASH_BALANCE_BREAK,741.93,726.43,15.5,15.5,6
3308,1,2024-04-28,,CASH_BALANCE_BREAK,-976.78,-1976.78,1000.0,1000.0,0
3309,2,2024-05-27,,CASH_BALANCE_BREAK,819.99,817.49,2.5,2.5,1
3310,1,2023-10-04,,CASH_BALANCE_BREAK,-1250.53,-2250.53,1000.0,1000.0,0
3311,1,2023-11-24,,CASH_BALANCE_BREAK,-1628.52,-2628.52,1000.0,1000.0,0
3312,6,2023-07-18,,CASH_BALANCE_BREAK,-1164.51,-1180.01,15.5,15.5,6
3313,6,2024-06-24,,CASH_BALANCE_BREAK,741.93,726.43,15.5,15.5,6
3314,6,2024-04-16,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
3315,2,2024-05-11,,CASH_BALANCE_BREAK,776.95,774.45,2.5,2.5,1
3316,1,2022-08-22,,CASH_BALANCE_BREAK,-1283.39,-2283.39,1000.0,1000.0,0
3317,5,2024-06-26,,CASH_BALANCE_BREAK,7928.1,8178.1,-250.0,250.0,4
3318,2,2024-06-09,,CASH_BALANCE_BREAK,472.58,470.08,2.5,2.5,1
3319,2,2021-07-22,,CASH_BALANCE_BREAK,-1266.11,-1268.61,2.5,2.5,1
3320,1,2021-07-24,,CASH_BALANCE_BREAK,-684.54,-1684.54,1000.0,1000.0,0
3321,2,2021-04-26,,CASH_BALANCE_BREAK,-1272.68,-1275.18,2.5,2.5,1
3322,1,2021-01-29,,CASH_BALANCE_BREAK,-380.07,-1380.07,1000.0,1000.0,0
3323,5,2023-03-20,,CASH_BALANCE_BREAK,5646.75,5896.75,-250.0,250.0,4
3324,6,2023-03-20,,CASH_BALANCE_BREAK,-1810.04,-1825.54,15.5,15.5,6
3325,6,2022-05-25,,CASH_BALANCE_BREAK,-1437.52,-1453.02,15.5,15.5,6
3326,2,2022-05-26,,CASH_BALANCE_BREAK,-520.25,-522.75,2.5,2.5,1
3327,6,2023-03-22,,CASH_BALANCE_BREAK,-1810.04,-1825.54,15.5,15.5,6
3328,6,2022-05-27,,CASH_BALANCE_BREAK,-1437.52,-1453.02,15.5,15.5,6
3329,5,2023-05-01,,CASH_BALANCE_BREAK,6491.22,6741.22,-250.0,250.0,4
3330,6,2022-12-07,,CASH_BALANCE_BREAK,-1739.01,-1754.51,15.5,15.5,6
3331,6,2023-06-26,,CASH_BALANCE_BREAK,-1121.48,-1136.98,15.5,15.5,6
3332,2,2023-07-13,,CASH_BALANCE_BREAK,-742.39,-744.89,2.5,2.5,1
3333,2,2023-08-30,,CASH_BALANCE_BREAK,-578.1,-580.6,2.5,2.5,1
3334,2,2021-07-01,,CASH_BALANCE_BREAK,-1266.11,-1268.61,2.5,2.5,1
3335,1,2021-04-16,,CASH_BALANCE_BREAK,-735.94,-1735.94,1000.0,1000.0,0
3336,2,2021-04-16,,CASH_BALANCE_BREAK,-1790.68,-1793.18,2.5,2.5,1
3337,1,2021-02-16,,CASH_BALANCE_BREAK,-230.07,-1230.07,1000.0,1000.0,0
3338,2,2021-02-16,,CASH_BALANCE_BREAK,839.5,837.0,2.5,2.5,1
3339,1,2021-06-15,,CASH_BALANCE_BREAK,-565.72,-1565.72,1000.0,1000.0,0
3340,1,2021-06-16,,CASH_BALANCE_BREAK,-565.72,-1565.72,1000.0,1000.0,0
3341,1,2021-08-05,,CASH_BALANCE_BREAK,-684.54,-1684.54,1000.0,1000.0,0
3342,2,2021-03-07,,CASH_BALANCE_BREAK,-1588.82,-1591.32,2.5,2.5,1
3343,2,2021-09-14,,CASH_BALANCE_BREAK,-1377.17,-1379.67,2.5,2.5,1
3344,1,2021-03-09,,CASH_BALANCE_BREAK,-919.27,-1919.27,1000.0,1000.0,0
3345,2,2021-07-09,,CASH_BALANCE_BREAK,-1266.11,-1268.61,2.5,2.5,1
3346,1,2021-04-21,,CASH_BALANCE_BREAK,-1005.94,-2005.94,1000.0,1000.0,0
3347,1,2022-11-30,,CASH_BALANCE_BREAK,-1283.85,-2283.85,1000.0,1000.0,0
3348,1,2023-01-09,,CASH_BALANCE_BREAK,-1229.65,-2229.65,1000.0,1000.0,0
3349,1,2022-08-27,,CASH_BALANCE_BREAK,-1283.39,-2283.39,1000.0,1000.0,0
3350,1,2022-01-16,,CASH_BALANCE_BREAK,-1051.39,-2051.39,1000.0,1000.0,0
3351,5,2022-01-15,,CASH_BALANCE_BREAK,1374.55,1624.55,-250.0,250.0,4
3352,5,2021-09-12,,CASH_BALANCE_BREAK,262.96,512.96,-250.0,250.0,4
3353,6,2023-03-14,,CASH_BALANCE_BREAK,-1823.87,-1839.37,15.5,15.5,6
3354,1,2024-04-10,,CASH_BALANCE_BREAK,-976.78,-1976.78,1000.0,1000.0,0
3355,1,2023-08-01,,CASH_BALANCE_BREAK,-859.19,-1859.19,1000.0,1000.0,0
3356,5,2022-07-08,,CASH_BALANCE_BREAK,4501.34,4751.34,-250.0,250.0,4
3357,1,2024-01-11,,CASH_BALANCE_BREAK,-1607.54,-2607.54,1000.0,1000.0,0
3358,1,2024-01-12,,CASH_BALANCE_BREAK,-1680.98,-2680.98,1000.0,1000.0,0
3359,6,2024-04-18,,CASH_BALANCE_BREAK,1347.22,1331.72,15.5,15.5,6
3360,1,2023-11-07,,CASH_BALANCE_BREAK,-1040.9,-2040.9,1000.0,1000.0,0
3361,5,2023-11-07,,CASH_BALANCE_BREAK,6840.26,7090.26,-250.0,250.0,4
3362,1,2024-06-21,,CASH_BALANCE_BREAK,-557.21,-1557.21,1000.0,1000.0,0
3363,1,2023-11-09,,CASH_BALANCE_BREAK,-1426.22,-2426.22,1000.0,1000.0,0
3364,2,2024-04-16,,CASH_BALANCE_BREAK,86.07,83.57,2.5,2.5,1
3365,5,2024-06-06,,CASH_BALANCE_BREAK,8066.02,8316.02,-250.0,250.0,4
3366,6,2022-02-05,,CASH_BALANCE_BREAK,-635.5,-651.0,15.5,15.5,6
3367,1,2022-05-15,,CASH_BALANCE_BREAK,-1045.54,-2045.54,1000.0,1000.0,0
3368,1,2024-06-18,,CASH_BALANCE_BREAK,-557.21,-1557.21,1000.0,1000.0,0
